<SemiconductorModuleTests>
	<SequenceName>	<StepName>	<StepId>	<TestName>	<TestNumber>	<Pin>	<LowLimitExpression>	<HighLimitExpression>	<ScalingFactor>	<Units>	<EvaluationType>	<FailBin>	<PublishedDataId>	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P146_6571_DIO_26_HSD_LO_Voltage	2400	P146_6571_DIO_26	2.5	3.5		V	Numeric Limit		HSD_LO_Voltage	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P146_6571_DIO_27_HSD_LO_Voltage	2410	P146_6571_DIO_27	2.5	3.5		V	Numeric Limit		HSD_LO_Voltage	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P146_6571_DIO_29_HSD_LO_Voltage	2420	P146_6571_DIO_29	2.5	3.5		V	Numeric Limit		HSD_LO_Voltage	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P146_6571_DIO_30_HSD_LO_Voltage	2430	P146_6571_DIO_30	2.5	3.5		V	Numeric Limit		HSD_LO_Voltage	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P146_6571_DIO_31_HSD_LO_Voltage	2440	P146_6571_DIO_31	2.5	3.5		V	Numeric Limit		HSD_LO_Voltage	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P154_6571_DIO_1_HSD_LO_Voltage	2450	P154_6571_DIO_1	2.5	3.5		V	Numeric Limit		HSD_LO_Voltage	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P154_6571_DIO_2_HSD_LO_Voltage	2460	P154_6571_DIO_2	2.5	3.5		V	Numeric Limit		HSD_LO_Voltage	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P154_6571_DIO_3_HSD_LO_Voltage	2470	P154_6571_DIO_3	2.5	3.5		V	Numeric Limit		HSD_LO_Voltage	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P154_6571_DIO_5_HSD_LO_Voltage	2480	P154_6571_DIO_5	2.5	3.5		V	Numeric Limit		HSD_LO_Voltage	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P154_6571_DIO_6_HSD_LO_Voltage	2490	P154_6571_DIO_6	2.5	3.5		V	Numeric Limit		HSD_LO_Voltage	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P154_6571_DIO_7_HSD_LO_Voltage	2500	P154_6571_DIO_7	2.5	3.5		V	Numeric Limit		HSD_LO_Voltage	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P154_6571_DIO_9_HSD_LO_Voltage	2510	P154_6571_DIO_9	2.5	3.5		V	Numeric Limit		HSD_LO_Voltage	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P154_6571_DIO_10_HSD_LO_Voltage	2520	P154_6571_DIO_10	2.5	3.5		V	Numeric Limit		HSD_LO_Voltage	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P154_6571_DIO_11_HSD_LO_Voltage	2530	P154_6571_DIO_11	2.5	3.5		V	Numeric Limit		HSD_LO_Voltage	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P154_6571_DIO_13_HSD_LO_Voltage	2540	P154_6571_DIO_13	2.5	3.5		V	Numeric Limit		HSD_LO_Voltage	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P154_6571_DIO_14_HSD_LO_Voltage	2550	P154_6571_DIO_14	2.5	3.5		V	Numeric Limit		HSD_LO_Voltage	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P154_6571_DIO_15_HSD_LO_Voltage	2560	P154_6571_DIO_15	2.5	3.5		V	Numeric Limit		HSD_LO_Voltage	
	TB_Checker	POOL Open Check	ID#:8xGn0zJ08RGJywIAAQ0rpD	TxBrd_P154_DIO24_POOL_Open	2570	P154_6571_DIO_24	3	6		V	Numeric Limit		POOL_Open	
	TB_Checker	POOL Open Check	ID#:8xGn0zJ08RGJywIAAQ0rpD	TxBrd_P154_DIO25_POOL_Open	2580	P154_6571_DIO_25	3	6		V	Numeric Limit		POOL_Open	
	TB_Checker	POOL Open Check	ID#:8xGn0zJ08RGJywIAAQ0rpD	TxBrd_P154_DIO26_POOL_Open	2590	P154_6571_DIO_26	3	6		V	Numeric Limit		POOL_Open	
	TB_Checker	POOL Open Check	ID#:8xGn0zJ08RGJywIAAQ0rpD	TxBrd_P154_DIO27_POOL_Open	2600	P154_6571_DIO_27	3	6		V	Numeric Limit		POOL_Open	
	TB_Checker	POOL Open Check	ID#:8xGn0zJ08RGJywIAAQ0rpD	TxBrd_P154_DIO28_POOL_Open	2610	P154_6571_DIO_28	3	6		V	Numeric Limit		POOL_Open	
	TB_Checker	POOL Open Check	ID#:8xGn0zJ08RGJywIAAQ0rpD	TxBrd_P154_DIO29_POOL_Open	2620	P154_6571_DIO_29	3	6		V	Numeric Limit		POOL_Open	
	TB_Checker	POOL Open Check	ID#:8xGn0zJ08RGJywIAAQ0rpD	TxBrd_P154_DIO30_POOL_Open	2630	P154_6571_DIO_30	3	6		V	Numeric Limit		POOL_Open	
	TB_Checker	POOL Open Check	ID#:8xGn0zJ08RGJywIAAQ0rpD	TxBrd_P154_DIO31_POOL_Open	2640	P154_6571_DIO_31	3	6		V	Numeric Limit		POOL_Open	
	TB_Checker	POOL Open Check	ID#:8xGn0zJ08RGJywIAAQ0rpD	TxBrd_P154_DIO24_POOL_Grounded	2650	P154_6571_DIO_24	-0.5	0.5		V	Numeric Limit		POOL_Grounded	
	TB_Checker	POOL Open Check	ID#:8xGn0zJ08RGJywIAAQ0rpD	TxBrd_P154_DIO25_POOL_Grounded	2660	P154_6571_DIO_25	-0.5	0.5		V	Numeric Limit		POOL_Grounded	
	TB_Checker	POOL Open Check	ID#:8xGn0zJ08RGJywIAAQ0rpD	TxBrd_P154_DIO26_POOL_Grounded	2670	P154_6571_DIO_26	-0.5	0.5		V	Numeric Limit		POOL_Grounded	
	TB_Checker	POOL Open Check	ID#:8xGn0zJ08RGJywIAAQ0rpD	TxBrd_P154_DIO27_POOL_Grounded	2680	P154_6571_DIO_27	-0.5	0.5		V	Numeric Limit		POOL_Grounded	
	TB_Checker	POOL Open Check	ID#:8xGn0zJ08RGJywIAAQ0rpD	TxBrd_P154_DIO28_POOL_Grounded	2690	P154_6571_DIO_28	-0.5	0.5		V	Numeric Limit		POOL_Grounded	
	TB_Checker	POOL Open Check	ID#:8xGn0zJ08RGJywIAAQ0rpD	TxBrd_P154_DIO29_POOL_Grounded	2700	P154_6571_DIO_29	-0.5	0.5		V	Numeric Limit		POOL_Grounded	
	TB_Checker	POOL Open Check	ID#:8xGn0zJ08RGJywIAAQ0rpD	TxBrd_P154_DIO30_POOL_Grounded	2710	P154_6571_DIO_30	-0.5	0.5		V	Numeric Limit		POOL_Grounded	
	TB_Checker	POOL Open Check	ID#:8xGn0zJ08RGJywIAAQ0rpD	TxBrd_P154_DIO31_POOL_Grounded	2720	P154_6571_DIO_31	-0.5	0.5		V	Numeric Limit		POOL_Grounded	
	TB_Checker	Window Comparator	ID#:9BGn0zJ08RGJywIAAQ0rpD	TxBrd_P154_DIO24_WinComp_Inside	2730	P154_6571_DIO_24	-1.1	-0.7		V	Numeric Limit		WinComp_Inside	
	TB_Checker	Window Comparator	ID#:9BGn0zJ08RGJywIAAQ0rpD	TxBrd_P154_DIO25_WinComp_Inside	2740	P154_6571_DIO_25	-1.1	-0.7		V	Numeric Limit		WinComp_Inside	
	TB_Checker	Window Comparator	ID#:9BGn0zJ08RGJywIAAQ0rpD	TxBrd_P154_DIO26_WinComp_Inside	2750	P154_6571_DIO_26	-1.1	-0.7		V	Numeric Limit		WinComp_Inside	
	TB_Checker	Window Comparator	ID#:9BGn0zJ08RGJywIAAQ0rpD	TxBrd_P154_DIO27_WinComp_Inside	2760	P154_6571_DIO_27	-1.1	-0.7		V	Numeric Limit		WinComp_Inside	
	TB_Checker	Window Comparator	ID#:9BGn0zJ08RGJywIAAQ0rpD	TxBrd_P154_DIO28_WinComp_Inside	2770	P154_6571_DIO_28	-1.1	-0.7		V	Numeric Limit		WinComp_Inside	
	TB_Checker	Window Comparator	ID#:9BGn0zJ08RGJywIAAQ0rpD	TxBrd_P154_DIO29_WinComp_Inside	2780	P154_6571_DIO_29	-1.1	-0.7		V	Numeric Limit		WinComp_Inside	
	TB_Checker	Window Comparator	ID#:9BGn0zJ08RGJywIAAQ0rpD	TxBrd_P154_DIO30_WinComp_Inside	2790	P154_6571_DIO_30	-1.1	-0.7		V	Numeric Limit		WinComp_Inside	
	TB_Checker	Window Comparator	ID#:9BGn0zJ08RGJywIAAQ0rpD	TxBrd_P154_DIO31_WinComp_Inside	2800	P154_6571_DIO_31	-1.1	-0.7		V	Numeric Limit		WinComp_Inside	
	TB_Checker	Window Comparator	ID#:9BGn0zJ08RGJywIAAQ0rpD	TxBrd_P154_DIO24_WinComp_Outside	2810	P154_6571_DIO_24	-1.9	-1.5		V	Numeric Limit		WinComp_Outside	
	TB_Checker	Window Comparator	ID#:9BGn0zJ08RGJywIAAQ0rpD	TxBrd_P154_DIO25_WinComp_Outside	2820	P154_6571_DIO_25	-1.9	-1.5		V	Numeric Limit		WinComp_Outside	
	TB_Checker	Window Comparator	ID#:9BGn0zJ08RGJywIAAQ0rpD	TxBrd_P154_DIO26_WinComp_Outside	2830	P154_6571_DIO_26	-1.9	-1.5		V	Numeric Limit		WinComp_Outside	
	TB_Checker	Window Comparator	ID#:9BGn0zJ08RGJywIAAQ0rpD	TxBrd_P154_DIO27_WinComp_Outside	2840	P154_6571_DIO_27	-1.9	-1.5		V	Numeric Limit		WinComp_Outside	
	TB_Checker	Window Comparator	ID#:9BGn0zJ08RGJywIAAQ0rpD	TxBrd_P154_DIO28_WinComp_Outside	2850	P154_6571_DIO_28	-1.9	-1.5		V	Numeric Limit		WinComp_Outside	
	TB_Checker	Window Comparator	ID#:9BGn0zJ08RGJywIAAQ0rpD	TxBrd_P154_DIO29_WinComp_Outside	2860	P154_6571_DIO_29	-1.9	-1.5		V	Numeric Limit		WinComp_Outside	
	TB_Checker	Window Comparator	ID#:9BGn0zJ08RGJywIAAQ0rpD	TxBrd_P154_DIO30_WinComp_Outside	2870	P154_6571_DIO_30	-1.9	-1.5		V	Numeric Limit		WinComp_Outside	
	TB_Checker	Window Comparator	ID#:9BGn0zJ08RGJywIAAQ0rpD	TxBrd_P154_DIO31_WinComp_Outside	2880	P154_6571_DIO_31	-1.9	-1.5		V	Numeric Limit		WinComp_Outside	
	TB_Checker	HMOD Relays Check	ID#:9RGn0zJ08RGJywIAAQ0rpD	TxBrd_HMOD1_Droop	2890	P143_4081_DMM	0.003	0.008		V	Numeric Limit		HMOD1_Droop	
	TB_Checker	HMOD Relays Check	ID#:9RGn0zJ08RGJywIAAQ0rpD	TxBrd_HMOD2_Droop	2900	P143_4081_DMM	0.003	0.008		V	Numeric Limit		HMOD2_Droop	
	TB_Checker	HMOD Relays Check	ID#:9RGn0zJ08RGJywIAAQ0rpD	TxBrd_HMOD3_Droop	2910	P143_4081_DMM	0.003	0.008		V	Numeric Limit		HMOD3_Droop	
	TB_Checker	HMOD Relays Check	ID#:9RGn0zJ08RGJywIAAQ0rpD	TxBrd_HMOD4_Droop	2920	P143_4081_DMM	0.003	0.008		V	Numeric Limit		HMOD4_Droop	
	TB_Checker	HMOD Relays Check	ID#:9RGn0zJ08RGJywIAAQ0rpD	TxBrd_HMOD5_Droop	2930	P143_4081_DMM	0.003	0.008		V	Numeric Limit		HMOD5_Droop	
	TB_Checker	HMOD Relays Check	ID#:9RGn0zJ08RGJywIAAQ0rpD	TxBrd_HMOD6_Droop	2940	P143_4081_DMM	0.003	0.008		V	Numeric Limit		HMOD6_Droop	
	TB_Checker	HMOD Relays Check	ID#:9RGn0zJ08RGJywIAAQ0rpD	TxBrd_HMOD7_Droop	2950	P143_4081_DMM	0.003	0.008		V	Numeric Limit		HMOD7_Droop	
	TB_Checker	HMOD Relays Check	ID#:9RGn0zJ08RGJywIAAQ0rpD	TxBrd_HMOD8_Droop	2960	P143_4081_DMM	0.003	0.008		V	Numeric Limit		HMOD8_Droop	
	TB_Checker	HMOD Relays Check	ID#:9RGn0zJ08RGJywIAAQ0rpD	TxBrd_HMOD9_Droop	2970	P143_4081_DMM	0.003	0.008		V	Numeric Limit		HMOD9_Droop	
	TB_Checker	HMOD Relays Check	ID#:9RGn0zJ08RGJywIAAQ0rpD	TxBrd_HMOD10_Droop	2980	P143_4081_DMM	0.003	0.008		V	Numeric Limit		HMOD10_Droop	
	TB_Checker	HMOD Relays Check	ID#:9RGn0zJ08RGJywIAAQ0rpD	TxBrd_HMOD11_Droop	2990	P143_4081_DMM	0.003	0.008		V	Numeric Limit		HMOD11_Droop	
	TB_Checker	HMOD Relays Check	ID#:9RGn0zJ08RGJywIAAQ0rpD	TxBrd_HMOD12_Droop	3000	P143_4081_DMM	0.003	0.008		V	Numeric Limit		HMOD12_Droop	
	TB_Checker	HMOD Relays Check	ID#:9RGn0zJ08RGJywIAAQ0rpD	TxBrd_HMOD13_Droop	3010	P143_4081_DMM	0.003	0.008		V	Numeric Limit		HMOD13_Droop	
	TB_Checker	HMOD Relays Check	ID#:9RGn0zJ08RGJywIAAQ0rpD	TxBrd_HMOD14_Droop	3020	P143_4081_DMM	0.05	0.115		V	Numeric Limit		HMOD14_Droop	
	TB_Checker	HMOD Relays Check	ID#:9RGn0zJ08RGJywIAAQ0rpD	TxBrd_HMOD15_Droop	3030	P143_4081_DMM	0.05	0.115		V	Numeric Limit		HMOD15_Droop	
	TB_Checker	HMOD Relays Check	ID#:9RGn0zJ08RGJywIAAQ0rpD	TxBrd_HMOD16_Droop	3040	P143_4081_DMM	0.05	0.115		V	Numeric Limit		HMOD16_Droop	
	TB_Checker	HMOD Relays Check	ID#:9RGn0zJ08RGJywIAAQ0rpD	TxBrd_HMOD17_Droop	3050	P143_4081_DMM	0.05	0.115		V	Numeric Limit		HMOD17_Droop	
	TB_Checker	HMOD Relays Check	ID#:9RGn0zJ08RGJywIAAQ0rpD	TxBrd_HMOD19_Droop	3060	P143_4081_DMM	0.05	0.115		V	Numeric Limit		HMOD19_Droop	
	TB_Checker	HMOD Relays Check	ID#:9RGn0zJ08RGJywIAAQ0rpD	TxBrd_HMOD20_Droop	3070	P143_4081_DMM	0.05	0.115		V	Numeric Limit		HMOD20_Droop	
	TB_Checker	HMOD Relays Check	ID#:9RGn0zJ08RGJywIAAQ0rpD	TxBrd_HMOD21_Droop	3080	P143_4081_DMM	0.05	0.115		V	Numeric Limit		HMOD21_Droop	
	TB_Checker	HMOD Relays Check	ID#:9RGn0zJ08RGJywIAAQ0rpD	TxBrd_HMOD22_Droop	3090	P143_4081_DMM	0.05	0.115		V	Numeric Limit		HMOD22_Droop	
	TB_Checker	HMOD Relays Check	ID#:9RGn0zJ08RGJywIAAQ0rpD	TxBrd_HMOD23_Droop	3100	P143_4081_DMM	0.05	0.115		V	Numeric Limit		HMOD23_Droop	
</SemiconductorModuleTests>
