<SemiconductorModuleTests>
	<SequenceName>	<StepName>	<StepId>	<TestName>	<TestNumber>	<Pin>	<LowLimitExpression>	<HighLimitExpression>	<ScalingFactor>	<Units>	<EvaluationType>	<FailBin>	<PublishedDataId>	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P166_6571_DIO_8_HSD_HI_Current	1230	P166_6571_DIO_8	0.002	0.004		A	Numeric Limit		HSD_HI_Current	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P166_6571_DIO_12_HSD_HI_Current	1240	P166_6571_DIO_12	0.002	0.004		A	Numeric Limit		HSD_HI_Current	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P166_6571_DIO_16_HSD_HI_Current	1250	P166_6571_DIO_16	0.002	0.004		A	Numeric Limit		HSD_HI_Current	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P166_6571_DIO_20_HSD_HI_Current	1260	P166_6571_DIO_20	0.002	0.004		A	Numeric Limit		HSD_HI_Current	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P166_6571_DIO_24_HSD_HI_Current	1270	P166_6571_DIO_24	0.002	0.004		A	Numeric Limit		HSD_HI_Current	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P166_6571_DIO_28_HSD_HI_Current	1280	P166_6571_DIO_28	0.002	0.004		A	Numeric Limit		HSD_HI_Current	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P170_6571_DIO_0_HSD_HI_Current	1290	P170_6571_DIO_0	0.002	0.004		A	Numeric Limit		HSD_HI_Current	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P170_6571_DIO_4_HSD_HI_Current	1300	P170_6571_DIO_4	0.002	0.004		A	Numeric Limit		HSD_HI_Current	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P170_6571_DIO_8_HSD_HI_Current	1310	P170_6571_DIO_8	0.002	0.004		A	Numeric Limit		HSD_HI_Current	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P170_6571_DIO_12_HSD_HI_Current	1320	P170_6571_DIO_12	0.002	0.004		A	Numeric Limit		HSD_HI_Current	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P170_6571_DIO_16_HSD_HI_Current	1330	P170_6571_DIO_16	0.002	0.004		A	Numeric Limit		HSD_HI_Current	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P170_6571_DIO_20_HSD_HI_Current	1340	P170_6571_DIO_20	0.002	0.004		A	Numeric Limit		HSD_HI_Current	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P170_6571_DIO_24_HSD_HI_Current	1350	P170_6571_DIO_24	0.002	0.004		A	Numeric Limit		HSD_HI_Current	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P170_6571_DIO_28_HSD_HI_Current	1360	P170_6571_DIO_28	0.002	0.004		A	Numeric Limit		HSD_HI_Current	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P146_6571_DIO_0_HSD_HI_Current	1370	P146_6571_DIO_0	0.002	0.004		A	Numeric Limit		HSD_HI_Current	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P146_6571_DIO_4_HSD_HI_Current	1380	P146_6571_DIO_4	0.002	0.004		A	Numeric Limit		HSD_HI_Current	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P146_6571_DIO_8_HSD_HI_Current	1390	P146_6571_DIO_8	0.002	0.004		A	Numeric Limit		HSD_HI_Current	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P146_6571_DIO_12_HSD_HI_Current	1400	P146_6571_DIO_12	0.002	0.004		A	Numeric Limit		HSD_HI_Current	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P146_6571_DIO_16_HSD_HI_Current	1410	P146_6571_DIO_16	0.002	0.004		A	Numeric Limit		HSD_HI_Current	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P146_6571_DIO_20_HSD_HI_Current	1420	P146_6571_DIO_20	0.002	0.004		A	Numeric Limit		HSD_HI_Current	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P146_6571_DIO_24_HSD_HI_Current	1430	P146_6571_DIO_24	0.002	0.004		A	Numeric Limit		HSD_HI_Current	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P146_6571_DIO_28_HSD_HI_Current	1440	P146_6571_DIO_28	0.002	0.004		A	Numeric Limit		HSD_HI_Current	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P154_6571_DIO_0_HSD_HI_Current	1450	P154_6571_DIO_0	0.002	0.004		A	Numeric Limit		HSD_HI_Current	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P154_6571_DIO_4_HSD_HI_Current	1460	P154_6571_DIO_4	0.002	0.004		A	Numeric Limit		HSD_HI_Current	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P154_6571_DIO_8_HSD_HI_Current	1470	P154_6571_DIO_8	0.002	0.004		A	Numeric Limit		HSD_HI_Current	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P154_6571_DIO_12_HSD_HI_Current	1480	P154_6571_DIO_12	0.002	0.004		A	Numeric Limit		HSD_HI_Current	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P174_6571_DIO_1_HSD_LO_Voltage	1490	P174_6571_DIO_1	2.5	3.5		V	Numeric Limit		HSD_LO_Voltage	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P174_6571_DIO_2_HSD_LO_Voltage	1500	P174_6571_DIO_2	2.5	3.5		V	Numeric Limit		HSD_LO_Voltage	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P174_6571_DIO_3_HSD_LO_Voltage	1510	P174_6571_DIO_3	2.5	3.5		V	Numeric Limit		HSD_LO_Voltage	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P174_6571_DIO_5_HSD_LO_Voltage	1520	P174_6571_DIO_5	2.5	3.5		V	Numeric Limit		HSD_LO_Voltage	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P174_6571_DIO_6_HSD_LO_Voltage	1530	P174_6571_DIO_6	2.5	3.5		V	Numeric Limit		HSD_LO_Voltage	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P174_6571_DIO_7_HSD_LO_Voltage	1540	P174_6571_DIO_7	2.5	3.5		V	Numeric Limit		HSD_LO_Voltage	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P174_6571_DIO_9_HSD_LO_Voltage	1550	P174_6571_DIO_9	2.5	3.5		V	Numeric Limit		HSD_LO_Voltage	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P174_6571_DIO_10_HSD_LO_Voltage	1560	P174_6571_DIO_10	2.5	3.5		V	Numeric Limit		HSD_LO_Voltage	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P174_6571_DIO_11_HSD_LO_Voltage	1570	P174_6571_DIO_11	2.5	3.5		V	Numeric Limit		HSD_LO_Voltage	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P174_6571_DIO_13_HSD_LO_Voltage	1580	P174_6571_DIO_13	2.5	3.5		V	Numeric Limit		HSD_LO_Voltage	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P174_6571_DIO_14_HSD_LO_Voltage	1590	P174_6571_DIO_14	2.5	3.5		V	Numeric Limit		HSD_LO_Voltage	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P174_6571_DIO_15_HSD_LO_Voltage	1600	P174_6571_DIO_15	2.5	3.5		V	Numeric Limit		HSD_LO_Voltage	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P174_6571_DIO_17_HSD_LO_Voltage	1610	P174_6571_DIO_17	2.5	3.5		V	Numeric Limit		HSD_LO_Voltage	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P174_6571_DIO_18_HSD_LO_Voltage	1620	P174_6571_DIO_18	2.5	3.5		V	Numeric Limit		HSD_LO_Voltage	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P174_6571_DIO_19_HSD_LO_Voltage	1630	P174_6571_DIO_19	2.5	3.5		V	Numeric Limit		HSD_LO_Voltage	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P174_6571_DIO_21_HSD_LO_Voltage	1640	P174_6571_DIO_21	2.5	3.5		V	Numeric Limit		HSD_LO_Voltage	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P174_6571_DIO_22_HSD_LO_Voltage	1650	P174_6571_DIO_22	2.5	3.5		V	Numeric Limit		HSD_LO_Voltage	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P174_6571_DIO_23_HSD_LO_Voltage	1660	P174_6571_DIO_23	2.5	3.5		V	Numeric Limit		HSD_LO_Voltage	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P174_6571_DIO_25_HSD_LO_Voltage	1670	P174_6571_DIO_25	2.5	3.5		V	Numeric Limit		HSD_LO_Voltage	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P174_6571_DIO_26_HSD_LO_Voltage	1680	P174_6571_DIO_26	2.5	3.5		V	Numeric Limit		HSD_LO_Voltage	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P174_6571_DIO_27_HSD_LO_Voltage	1690	P174_6571_DIO_27	2.5	3.5		V	Numeric Limit		HSD_LO_Voltage	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P174_6571_DIO_29_HSD_LO_Voltage	1700	P174_6571_DIO_29	2.5	3.5		V	Numeric Limit		HSD_LO_Voltage	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P174_6571_DIO_30_HSD_LO_Voltage	1710	P174_6571_DIO_30	2.5	3.5		V	Numeric Limit		HSD_LO_Voltage	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P174_6571_DIO_31_HSD_LO_Voltage	1720	P174_6571_DIO_31	2.5	3.5		V	Numeric Limit		HSD_LO_Voltage	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P166_6571_DIO_1_HSD_LO_Voltage	1730	P166_6571_DIO_1	2.5	3.5		V	Numeric Limit		HSD_LO_Voltage	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P166_6571_DIO_2_HSD_LO_Voltage	1740	P166_6571_DIO_2	2.5	3.5		V	Numeric Limit		HSD_LO_Voltage	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P166_6571_DIO_3_HSD_LO_Voltage	1750	P166_6571_DIO_3	2.5	3.5		V	Numeric Limit		HSD_LO_Voltage	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P166_6571_DIO_5_HSD_LO_Voltage	1760	P166_6571_DIO_5	2.5	3.5		V	Numeric Limit		HSD_LO_Voltage	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P166_6571_DIO_6_HSD_LO_Voltage	1770	P166_6571_DIO_6	2.5	3.5		V	Numeric Limit		HSD_LO_Voltage	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P166_6571_DIO_7_HSD_LO_Voltage	1780	P166_6571_DIO_7	2.5	3.5		V	Numeric Limit		HSD_LO_Voltage	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P166_6571_DIO_9_HSD_LO_Voltage	1790	P166_6571_DIO_9	2.5	3.5		V	Numeric Limit		HSD_LO_Voltage	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P166_6571_DIO_10_HSD_LO_Voltage	1800	P166_6571_DIO_10	2.5	3.5		V	Numeric Limit		HSD_LO_Voltage	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P166_6571_DIO_11_HSD_LO_Voltage	1810	P166_6571_DIO_11	2.5	3.5		V	Numeric Limit		HSD_LO_Voltage	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P166_6571_DIO_13_HSD_LO_Voltage	1820	P166_6571_DIO_13	2.5	3.5		V	Numeric Limit		HSD_LO_Voltage	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P166_6571_DIO_14_HSD_LO_Voltage	1830	P166_6571_DIO_14	2.5	3.5		V	Numeric Limit		HSD_LO_Voltage	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P166_6571_DIO_15_HSD_LO_Voltage	1840	P166_6571_DIO_15	2.5	3.5		V	Numeric Limit		HSD_LO_Voltage	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P166_6571_DIO_17_HSD_LO_Voltage	1850	P166_6571_DIO_17	2.5	3.5		V	Numeric Limit		HSD_LO_Voltage	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P166_6571_DIO_18_HSD_LO_Voltage	1860	P166_6571_DIO_18	2.5	3.5		V	Numeric Limit		HSD_LO_Voltage	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P166_6571_DIO_19_HSD_LO_Voltage	1870	P166_6571_DIO_19	2.5	3.5		V	Numeric Limit		HSD_LO_Voltage	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P166_6571_DIO_21_HSD_LO_Voltage	1880	P166_6571_DIO_21	2.5	3.5		V	Numeric Limit		HSD_LO_Voltage	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P166_6571_DIO_22_HSD_LO_Voltage	1890	P166_6571_DIO_22	2.5	3.5		V	Numeric Limit		HSD_LO_Voltage	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P166_6571_DIO_23_HSD_LO_Voltage	1900	P166_6571_DIO_23	2.5	3.5		V	Numeric Limit		HSD_LO_Voltage	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P166_6571_DIO_25_HSD_LO_Voltage	1910	P166_6571_DIO_25	2.5	3.5		V	Numeric Limit		HSD_LO_Voltage	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P166_6571_DIO_26_HSD_LO_Voltage	1920	P166_6571_DIO_26	2.5	3.5		V	Numeric Limit		HSD_LO_Voltage	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P166_6571_DIO_27_HSD_LO_Voltage	1930	P166_6571_DIO_27	2.5	3.5		V	Numeric Limit		HSD_LO_Voltage	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P166_6571_DIO_29_HSD_LO_Voltage	1940	P166_6571_DIO_29	2.5	3.5		V	Numeric Limit		HSD_LO_Voltage	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P166_6571_DIO_30_HSD_LO_Voltage	1950	P166_6571_DIO_30	2.5	3.5		V	Numeric Limit		HSD_LO_Voltage	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P166_6571_DIO_31_HSD_LO_Voltage	1960	P166_6571_DIO_31	2.5	3.5		V	Numeric Limit		HSD_LO_Voltage	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P170_6571_DIO_1_HSD_LO_Voltage	1970	P170_6571_DIO_1	2.5	3.5		V	Numeric Limit		HSD_LO_Voltage	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P170_6571_DIO_2_HSD_LO_Voltage	1980	P170_6571_DIO_2	2.5	3.5		V	Numeric Limit		HSD_LO_Voltage	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P170_6571_DIO_3_HSD_LO_Voltage	1990	P170_6571_DIO_3	2.5	3.5		V	Numeric Limit		HSD_LO_Voltage	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P170_6571_DIO_5_HSD_LO_Voltage	2000	P170_6571_DIO_5	2.5	3.5		V	Numeric Limit		HSD_LO_Voltage	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P170_6571_DIO_6_HSD_LO_Voltage	2010	P170_6571_DIO_6	2.5	3.5		V	Numeric Limit		HSD_LO_Voltage	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P170_6571_DIO_7_HSD_LO_Voltage	2020	P170_6571_DIO_7	2.5	3.5		V	Numeric Limit		HSD_LO_Voltage	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P170_6571_DIO_9_HSD_LO_Voltage	2030	P170_6571_DIO_9	2.5	3.5		V	Numeric Limit		HSD_LO_Voltage	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P170_6571_DIO_10_HSD_LO_Voltage	2040	P170_6571_DIO_10	2.5	3.5		V	Numeric Limit		HSD_LO_Voltage	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P170_6571_DIO_11_HSD_LO_Voltage	2050	P170_6571_DIO_11	2.5	3.5		V	Numeric Limit		HSD_LO_Voltage	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P170_6571_DIO_13_HSD_LO_Voltage	2060	P170_6571_DIO_13	2.5	3.5		V	Numeric Limit		HSD_LO_Voltage	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P170_6571_DIO_14_HSD_LO_Voltage	2070	P170_6571_DIO_14	2.5	3.5		V	Numeric Limit		HSD_LO_Voltage	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P170_6571_DIO_15_HSD_LO_Voltage	2080	P170_6571_DIO_15	2.5	3.5		V	Numeric Limit		HSD_LO_Voltage	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P170_6571_DIO_17_HSD_LO_Voltage	2090	P170_6571_DIO_17	2.5	3.5		V	Numeric Limit		HSD_LO_Voltage	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P170_6571_DIO_18_HSD_LO_Voltage	2100	P170_6571_DIO_18	2.5	3.5		V	Numeric Limit		HSD_LO_Voltage	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P170_6571_DIO_19_HSD_LO_Voltage	2110	P170_6571_DIO_19	2.5	3.5		V	Numeric Limit		HSD_LO_Voltage	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P170_6571_DIO_21_HSD_LO_Voltage	2120	P170_6571_DIO_21	2.5	3.5		V	Numeric Limit		HSD_LO_Voltage	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P170_6571_DIO_22_HSD_LO_Voltage	2130	P170_6571_DIO_22	2.5	3.5		V	Numeric Limit		HSD_LO_Voltage	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P170_6571_DIO_23_HSD_LO_Voltage	2140	P170_6571_DIO_23	2.5	3.5		V	Numeric Limit		HSD_LO_Voltage	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P170_6571_DIO_25_HSD_LO_Voltage	2150	P170_6571_DIO_25	2.5	3.5		V	Numeric Limit		HSD_LO_Voltage	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P170_6571_DIO_26_HSD_LO_Voltage	2160	P170_6571_DIO_26	2.5	3.5		V	Numeric Limit		HSD_LO_Voltage	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P170_6571_DIO_27_HSD_LO_Voltage	2170	P170_6571_DIO_27	2.5	3.5		V	Numeric Limit		HSD_LO_Voltage	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P170_6571_DIO_29_HSD_LO_Voltage	2180	P170_6571_DIO_29	2.5	3.5		V	Numeric Limit		HSD_LO_Voltage	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P170_6571_DIO_30_HSD_LO_Voltage	2190	P170_6571_DIO_30	2.5	3.5		V	Numeric Limit		HSD_LO_Voltage	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P170_6571_DIO_31_HSD_LO_Voltage	2200	P170_6571_DIO_31	2.5	3.5		V	Numeric Limit		HSD_LO_Voltage	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P146_6571_DIO_1_HSD_LO_Voltage	2210	P146_6571_DIO_1	2.5	3.5		V	Numeric Limit		HSD_LO_Voltage	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P146_6571_DIO_2_HSD_LO_Voltage	2220	P146_6571_DIO_2	2.5	3.5		V	Numeric Limit		HSD_LO_Voltage	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P146_6571_DIO_3_HSD_LO_Voltage	2230	P146_6571_DIO_3	2.5	3.5		V	Numeric Limit		HSD_LO_Voltage	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P146_6571_DIO_5_HSD_LO_Voltage	2240	P146_6571_DIO_5	2.5	3.5		V	Numeric Limit		HSD_LO_Voltage	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P146_6571_DIO_6_HSD_LO_Voltage	2250	P146_6571_DIO_6	2.5	3.5		V	Numeric Limit		HSD_LO_Voltage	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P146_6571_DIO_7_HSD_LO_Voltage	2260	P146_6571_DIO_7	2.5	3.5		V	Numeric Limit		HSD_LO_Voltage	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P146_6571_DIO_9_HSD_LO_Voltage	2270	P146_6571_DIO_9	2.5	3.5		V	Numeric Limit		HSD_LO_Voltage	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P146_6571_DIO_10_HSD_LO_Voltage	2280	P146_6571_DIO_10	2.5	3.5		V	Numeric Limit		HSD_LO_Voltage	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P146_6571_DIO_11_HSD_LO_Voltage	2290	P146_6571_DIO_11	2.5	3.5		V	Numeric Limit		HSD_LO_Voltage	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P146_6571_DIO_13_HSD_LO_Voltage	2300	P146_6571_DIO_13	2.5	3.5		V	Numeric Limit		HSD_LO_Voltage	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P146_6571_DIO_14_HSD_LO_Voltage	2310	P146_6571_DIO_14	2.5	3.5		V	Numeric Limit		HSD_LO_Voltage	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P146_6571_DIO_15_HSD_LO_Voltage	2320	P146_6571_DIO_15	2.5	3.5		V	Numeric Limit		HSD_LO_Voltage	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P146_6571_DIO_17_HSD_LO_Voltage	2330	P146_6571_DIO_17	2.5	3.5		V	Numeric Limit		HSD_LO_Voltage	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P146_6571_DIO_18_HSD_LO_Voltage	2340	P146_6571_DIO_18	2.5	3.5		V	Numeric Limit		HSD_LO_Voltage	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P146_6571_DIO_19_HSD_LO_Voltage	2350	P146_6571_DIO_19	2.5	3.5		V	Numeric Limit		HSD_LO_Voltage	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P146_6571_DIO_21_HSD_LO_Voltage	2360	P146_6571_DIO_21	2.5	3.5		V	Numeric Limit		HSD_LO_Voltage	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P146_6571_DIO_22_HSD_LO_Voltage	2370	P146_6571_DIO_22	2.5	3.5		V	Numeric Limit		HSD_LO_Voltage	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P146_6571_DIO_23_HSD_LO_Voltage	2380	P146_6571_DIO_23	2.5	3.5		V	Numeric Limit		HSD_LO_Voltage	
	TB_Checker	HSD Open Check	ID#:8hGn0zJ08RGJywIAAQ0rpD	TxBrd_P146_6571_DIO_25_HSD_LO_Voltage	2390	P146_6571_DIO_25	2.5	3.5		V	Numeric Limit		HSD_LO_Voltage	
